entry_time,side,entry_px,exit_time,exit_px,exit_reason,pnl_pts,ORH,ORL,PivotLow,PivotHigh,A_distance,TP_mult_A,Date,n_used,P_used,T,slippage,cost_pts
2021-09-24 13:35:00,short,17846.0,2021-09-24 13:35:00,17797.341666666667,STOP,48.15833333333285,17947.65,17889.7,17745.225,17796.841666666667,42.232749999999925,1.0,2021-09-24,16,0.28,20,0.5,0.5
2021-09-27 10:48:00,short,17836.75,2021-09-27 12:55:00,17884.025,STOP,-47.775000000001455,17933.2,17891.75,17856.275,17883.525,41.509124999999955,1.0,2021-09-27,16,0.28,20,0.5,0.5
2021-09-28 11:19:00,short,17797.1,2021-09-28 11:52:00,17782.699166666665,TARGET,13.90083333333314,17912.85,17814.75,17859.833333333332,17873.2,14.900833333333303,1.0,2021-09-28,18,0.1,20,0.5,0.5
2021-09-29 13:19:00,long,17697.65,2021-09-29 13:19:00,17743.891666666663,STOP,45.74166666666133,17670.2,17608.15,17744.391666666663,17744.475,16.28274999999998,1.0,2021-09-29,20,0.1,20,0.5,0.5
2021-09-30 13:25:00,short,17626.05,2021-09-30 14:26:00,17610.587499999998,TARGET,14.962500000001455,17739.9,17658.45,17694.95,17707.81666666667,15.962499999999963,1.0,2021-09-30,20,0.1,20,0.5,0.5
2021-10-04 09:55:00,long,17688.25,2021-10-04 09:58:00,17706.117916666666,TARGET,17.367916666666133,17643.1,17581.35,17505.025,17515.708333333336,18.36791666666668,1.0,2021-10-04,12,0.1,20,0.5,0.5
2021-10-05 12:50:00,long,17737.8,2021-10-05 12:56:00,17755.962916666667,TARGET,17.662916666668025,17696.75,17640.9,17666.125,17686.075000000004,18.66291666666672,1.0,2021-10-05,12,0.1,20,0.5,0.5
2021-10-06 10:23:00,short,17801.2,2021-10-06 10:23:00,17793.191666666666,STOP,7.508333333335031,17884.6,17839.8,17737.175000000003,17792.691666666666,18.140000000000054,1.0,2021-10-06,12,0.1,20,0.5,0.5
2021-10-07 12:07:00,long,17845.75,2021-10-07 15:25:00,17789.55,EOD,-56.70000000000073,17820.35,17763.8,17664.458333333336,17752.074999999997,18.36208333333337,1.0,2021-10-07,12,0.1,20,0.5,0.5
2021-10-08 10:33:00,long,17934.6,2021-10-08 12:15:00,17854.75,STOP,-80.34999999999854,17892.5,17855.25,17796.925,17810.675,18.111428571428615,1.0,2021-10-08,14,0.1,20,0.5,0.5
2021-10-11 10:44:00,long,17997.9,2021-10-11 15:25:00,17937.9,EOD,-60.5,17925.5,17839.1,17890.63333333333,17891.1,50.6170000000001,1.0,2021-10-11,16,0.28,20,0.5,0.5
2021-10-13 12:27:00,long,18159.3,2021-10-13 15:25:00,18158.65,EOD,-1.1499999999978172,18099.15,18050.75,17936.800000000003,17979.26666666667,47.76000000000005,1.0,2021-10-13,26,0.3,20,0.5,0.5
2021-10-19 10:13:00,short,18445.8,2021-10-19 10:17:00,18494.725,STOP,-49.42499999999927,18604.45,18534.65,18481.675000000003,18494.225,47.57884615384619,1.0,2021-10-19,26,0.3,20,0.5,0.5
2021-10-20 13:41:00,short,18289.65,2021-10-20 13:46:00,18268.377,TARGET,20.773000000001048,18458.2,18326.95,18442.258333333335,18491.075,21.773000000000067,1.0,2021-10-20,14,0.14,20,0.5,0.5
2021-10-21 10:43:00,short,18200.35,2021-10-21 10:49:00,18170.531499999997,TARGET,29.318500000001222,18384.2,18250.75,18300.808333333334,18333.824999999997,30.318500000000057,1.0,2021-10-21,18,0.18,20,0.5,0.5
2021-10-22 12:16:00,short,18144.5,2021-10-22 12:59:00,18112.602,TARGET,31.398000000001048,18296.75,18204.2,18208.733333333337,18216.1,32.39800000000007,1.0,2021-10-22,18,0.18,20,0.5,0.5
2021-10-25 10:06:00,short,18012.95,2021-10-25 11:52:00,18174.8,STOP,-162.34999999999854,18241.4,18049.65,18137.333333333332,18174.3,33.791000000000096,1.0,2021-10-25,18,0.18,20,0.5,0.5
2021-10-28 10:52:00,short,18037.7,2021-10-28 12:27:00,17993.3975,TARGET,43.8025000000016,18190.7,18103.4,18206.308333333334,18259.625,44.80250000000011,1.0,2021-10-28,24,0.24,20,0.5,0.5
2021-10-29 10:48:00,long,17901.95,2021-10-29 10:57:00,17888.224999999995,STOP,-14.22500000000582,17833.4,17613.1,17888.724999999995,17995.075,46.74150000000009,1.0,2021-10-29,24,0.24,20,0.5,0.5
2021-11-01 13:48:00,long,17902.25,2021-11-01 14:37:00,17950.2365,TARGET,47.48649999999907,17833.6,17697.1,17714.25833333333,17764.475,48.486500000000085,1.0,2021-11-01,24,0.24,20,0.5,0.5
2021-11-02 10:44:00,short,17896.65,2021-11-02 10:50:00,17905.5,STOP,-9.349999999998545,18012.25,17947.75,17825.6,17905.0,49.6505000000001,1.0,2021-11-02,24,0.24,20,0.5,0.5
2021-11-03 13:11:00,short,17820.35,2021-11-03 15:25:00,17826.45,EOD,-6.600000000002183,17978.55,17935.15,17904.541666666668,17929.925,68.6058333333335,1.0,2021-11-03,12,0.28,20,0.5,0.5
2021-11-10 13:58:00,long,18039.15,2021-11-10 13:58:00,18047.324999999997,STOP,7.674999999995634,17968.2,17915.55,18047.824999999997,18050.841666666667,60.36230769230783,1.0,2021-11-10,26,0.3,20,0.5,0.5
2021-11-11 12:43:00,short,17833.4,2021-11-11 15:25:00,17893.1,EOD,-60.19999999999709,17971.35,17910.55,17988.125,18004.808333333334,60.24057692307703,1.0,2021-11-11,26,0.3,20,0.5,0.5
2021-11-12 14:11:00,long,18083.9,2021-11-12 15:25:00,18106.4,EOD,22.0,17998.65,17943.2,17884.775,17889.99166666667,62.30250000000008,1.0,2021-11-12,22,0.3,20,0.5,0.5
2021-11-16 15:24:00,short,17974.95,2021-11-16 15:25:00,17976.9,EOD,-2.4500000000007276,18132.65,18063.5,18114.675000000003,18140.725,63.00613636363642,1.0,2021-11-16,22,0.3,20,0.5,0.5
2021-11-17 10:31:00,long,18006.8,2021-11-17 10:32:00,18001.675000000003,STOP,-5.624999999996362,17969.5,17906.6,18002.175000000003,18053.725,20.1214285714286,1.0,2021-11-17,28,0.1,20,0.5,0.5
2021-11-18 10:16:00,short,17769.6,2021-11-18 10:21:00,17750.157857142854,TARGET,18.942142857144063,17945.6,17840.8,17911.25833333333,17951.475,19.942142857142898,1.0,2021-11-18,28,0.1,20,0.5,0.5
2021-11-22 11:58:00,short,17524.5,2021-11-22 12:09:00,17459.750681818183,TARGET,64.24931818181722,17805.25,17611.35,17777.850000000002,17817.05,65.2493181818183,1.0,2021-11-22,22,0.3,20,0.5,0.5
2021-11-23 11:57:00,long,17449.6,2021-11-23 11:57:00,17474.949999999997,STOP,24.849999999998545,17363.05,17216.1,17475.449999999997,17542.85,71.0713636363637,1.0,2021-11-23,22,0.3,20,0.5,0.5
2021-11-24 15:13:00,short,17420.1,2021-11-24 15:21:00,17398.30357142857,TARGET,21.296428571429715,17572.35,17485.05,17384.9,17448.933333333334,22.29642857142861,1.0,2021-11-24,28,0.1,20,0.5,0.5
2021-11-25 11:33:00,long,17497.65,2021-11-25 12:10:00,17519.51803571429,TARGET,21.368035714287544,17454.0,17375.05,17415.15,17489.15,22.36803571428574,1.0,2021-11-25,28,0.1,20,0.5,0.5
2021-11-26 10:28:00,short,17164.65,2021-11-26 10:49:00,17122.567000000003,TARGET,41.58299999999872,17355.4,17272.0,17458.025,17521.341666666667,42.58299999999999,1.0,2021-11-26,18,0.18,20,0.5,0.5
2021-11-29 11:33:00,long,17141.7,2021-11-29 13:01:00,17063.950000000004,STOP,-78.24999999999636,17068.8,16782.4,17064.450000000004,17170.550000000003,42.3675,1.0,2021-11-29,18,0.18,20,0.5,0.5
2021-11-30 10:31:00,long,17310.1,2021-11-30 11:35:00,17050.55,STOP,-260.0499999999993,17241.35,17051.05,16971.550000000003,17025.716666666667,38.95028571428569,1.0,2021-11-30,14,0.16,20,0.5,0.5
2021-12-02 11:24:00,long,17316.55,2021-12-02 14:30:00,17341.222678571427,TARGET,24.17267857142724,17264.45,17149.3,17138.65,17160.949999999997,25.17267857142858,1.0,2021-12-02,28,0.1,20,0.5,0.5
2021-12-03 10:05:00,short,17375.6,2021-12-03 10:05:00,17367.074999999997,STOP,8.025000000001455,17489.8,17415.9,17284.824999999997,17366.574999999997,25.251607142857146,1.0,2021-12-03,28,0.1,20,0.5,0.5
2021-12-06 11:32:00,short,17067.95,2021-12-06 12:19:00,17042.915,TARGET,24.534999999999854,17216.75,17115.9,17244.400000000005,17335.3,25.534999999999993,1.0,2021-12-06,24,0.1,20,0.5,0.5
2021-12-07 10:05:00,long,17091.2,2021-12-07 10:38:00,17115.959166666667,TARGET,24.259166666666715,17058.9,16987.75,16957.341666666667,17054.225,25.25916666666666,1.0,2021-12-07,24,0.1,20,0.5,0.5
2021-12-08 15:08:00,long,17470.85,2021-12-08 15:25:00,17466.8,EOD,-4.549999999999272,17390.1,17308.95,17119.7,17154.93333333333,70.79399999999998,1.0,2021-12-08,28,0.28,20,0.5,0.5
2021-12-09 10:34:00,short,17396.3,2021-12-09 11:04:00,17444.29166666667,STOP,-48.491666666672245,17543.25,17423.2,17396.775,17443.79166666667,24.75833333333332,1.0,2021-12-09,24,0.1,20,0.5,0.5
2021-12-13 12:28:00,short,17459.6,2021-12-13 12:59:00,17392.155,TARGET,66.94499999999971,17639.5,17600.75,17469.8,17487.733333333334,67.94499999999998,1.0,2021-12-13,28,0.28,20,0.5,0.5
2021-12-16 14:43:00,short,17193.15,2021-12-16 15:23:00,17272.2,STOP,-79.54999999999927,17379.35,17282.9,17232.966666666664,17271.7,70.40799999999997,1.0,2021-12-16,14,0.28,20,0.5,0.5
2021-12-17 10:42:00,short,17031.3,2021-12-17 15:25:00,16989.4,EOD,41.39999999999782,17298.15,17139.6,17276.35,17282.15,69.81255555555546,1.0,2021-12-17,18,0.28,20,0.5,0.5
